TTOO,CREATED_SUNDAY,CREATED_SUNDAY_CANCEL_1_HOUR,CREATED_SUNDAY_CANCEL_24_HOUR,CREATED_MONDAY,CREATED_MONDAY_CANCEL_1_HOUR,CREATED_MONDAY_CANCEL_24_HOUR,CREATED_TUESDAY,CREATED_TUEDAY_CANCEL_1_HOUR,CREATED_TUSDAY_CANCEL_24_HOUR,CREATED_WEDNESDAY,CREATED_WEDNES_CANCEL_1_HOUR,CREATED_WEDNES_CANCEL_24_HOUR,CREATED_THURSDAY,CREATED_THURSDAY_CANCEL_1_HOUR,CREATED_THURS_CANCEL_24_HOUR,CREATED_FRIDAY,CREATED_FRIDAY_CANCEL_1_HOUR,CREATED_FRIDAY_CANCEL_24_HOUR,CREATED_SATURDAY,CREATED_SATURDAY_CANCEL_1_HOUR,CREATED_SATUR_CANCEL_24_HOUR
279109,0,0,0,2,0,0,9,0,3,2,0,0,1,0,0,3,0,0,0,0,0
279110,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
279125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
279139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
279159,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
279167,0,0,0,1,0,0,4,0,0,2,0,0,2,0,0,0,0,0,0,0,0
279226,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,1,0,0,0,0,0
279231,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
279233,0,0,0,0,0,0,3,1,1,0,0,0,2,0,0,0,0,0,0,0,0
279301,0,0,0,6,0,0,4,1,1,5,0,2,4,0,0,6,2,2,0,0,0
279304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
279306,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
279317,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
279330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0
279360,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
279363,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,2,0,0
279403,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0
279462,0,0,0,1,0,0,2,0,0,2,0,0,0,0,0,2,0,0,1,0,0
279464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
279566,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0
279568,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0
279690,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
279713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
279716,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
279718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
279721,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279725,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
279731,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
279742,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279745,4,0,0,5,0,0,2,0,0,3,0,0,6,1,1,1,0,0,1,0,0
279748,17,0,0,20,0,2,25,0,0,19,0,0,19,0,0,19,0,0,18,0,0
279752,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279753,12,0,0,17,0,0,9,0,0,18,0,1,14,0,0,8,0,0,5,0,0
279769,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
279820,8,0,0,15,0,0,10,0,0,11,0,0,11,0,1,4,0,0,5,1,1
279823,7,0,0,7,0,0,7,0,0,5,0,0,7,0,0,5,0,0,4,0,0
279834,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
279871,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
279872,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279875,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
279878,0,0,0,1,0,0,1,0,0,2,0,0,1,0,0,1,0,0,0,0,0
279906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
279956,3,0,0,22,1,2,13,1,2,15,1,1,20,3,5,32,1,2,10,1,1
280578,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
280589,0,0,0,8,1,1,4,0,0,0,0,0,2,0,0,10,0,0,0,0,0
280613,0,0,0,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280631,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0
280633,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
280638,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
280658,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
280688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
280695,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
280710,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0
280717,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0
280953,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
280962,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0
280963,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280967,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
280973,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
280976,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0
280983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
280987,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281009,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,4,0,0
281016,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
281020,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0
281024,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281028,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
281031,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
281036,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
281039,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
281040,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
281042,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281044,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
281045,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281046,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281047,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
281049,0,0,0,1,0,0,3,0,0,1,0,0,2,0,0,3,0,0,0,0,0
281057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
281061,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281064,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
281067,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0
281069,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
281078,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
281079,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
281085,0,0,0,0,0,0,1,0,0,2,0,1,1,0,0,0,0,0,0,0,0
281088,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281091,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
281093,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
281094,0,0,0,0,0,0,2,0,0,3,0,0,1,0,0,1,0,0,0,0,0
281102,0,0,0,2,0,0,1,0,0,1,0,0,2,0,0,1,1,1,0,0,0
281108,0,0,0,0,0,0,0,0,0,2,0,2,3,0,0,0,0,0,0,0,0
281109,2,0,0,3,0,0,3,0,0,7,0,0,7,0,0,6,1,1,3,0,0
281112,0,0,0,2,0,1,3,0,0,4,0,0,1,0,0,5,0,0,0,0,0
281116,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
281117,0,0,0,0,0,0,1,0,0,2,0,0,3,0,0,3,0,0,6,0,0
281122,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0
281130,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281133,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4,0,0,0,0,0
281139,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281140,7,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
281149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
281150,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0
281153,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,2,0,0,0,0,0
281181,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281213,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
281220,0,0,0,2,2,2,3,0,2,2,0,0,0,0,0,1,0,1,0,0,0
281225,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0
281229,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
281249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
281282,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
281430,7,4,4,14,2,8,26,7,14,19,11,12,15,2,6,10,4,4,4,1,1
281448,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281455,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
281467,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
281541,0,0,0,2,2,2,1,0,0,1,0,0,1,0,0,2,0,0,0,0,0
281554,0,0,0,1,1,1,2,1,2,3,2,2,2,2,2,0,0,0,0,0,0
281564,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281600,0,0,0,4,0,0,5,0,1,4,0,0,3,1,1,0,0,0,0,0,0
281603,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
281658,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
281703,0,0,0,8,0,1,0,0,0,2,0,0,0,0,0,3,0,0,2,0,0
281707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
281711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
281717,1,0,0,6,3,3,1,0,0,3,0,0,3,0,0,3,0,2,0,0,0
281736,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
281743,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
281745,1,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,1,0,0
281784,0,0,0,8,0,0,0,0,0,4,0,0,1,0,0,1,0,0,1,0,0
281791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
281803,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
281866,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
281873,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
281905,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
281959,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0
281960,1,0,0,1,0,1,3,2,2,4,2,2,0,0,0,3,1,1,0,0,0
281971,0,0,0,3,0,0,1,0,0,2,0,0,7,0,0,3,0,0,1,1,1
282029,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
282038,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
282088,0,0,0,6,0,0,2,0,0,5,0,0,1,0,0,0,0,0,3,0,0
282097,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,2,0,0,0,0,0
282146,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
282153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
282155,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,7,0,2,1,0,0
282517,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
282519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
282782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0
282864,0,0,0,2,0,0,1,0,0,3,0,0,7,0,0,0,0,0,0,0,0
282870,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
282878,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0
282886,0,0,0,6,0,0,9,1,2,3,0,0,8,0,1,7,0,0,0,0,0
282888,5,0,0,1,0,0,5,0,1,8,1,1,14,0,0,0,0,0,0,0,0
282925,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
282926,3,0,0,1,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0
282929,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
282932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0
282933,0,0,0,0,0,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0
282935,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
282937,0,0,0,2,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0
282938,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
282939,0,0,0,1,0,0,0,0,0,0,0,0,3,0,2,1,0,1,1,0,0
282946,0,0,0,2,0,0,5,1,1,0,0,0,0,0,0,1,0,0,0,0,0
282954,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
282959,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0
282964,0,0,0,9,0,1,8,1,2,8,0,0,14,2,2,6,0,0,0,0,0
282965,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,1,0,0,0,0,0
282966,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
282967,0,0,0,1,0,0,1,0,0,1,0,0,2,0,0,4,0,0,0,0,0
282970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
282971,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
282975,2,0,0,19,1,2,14,0,0,18,1,2,24,1,1,23,2,2,7,0,1
282979,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,2,0,0,0,0,0
282980,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
282983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
282985,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
282990,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
282993,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
282995,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0
283000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
283005,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0
283007,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283010,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0
283013,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283023,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
283024,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0
283026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
283032,0,0,0,2,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0
283037,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
283038,1,0,0,6,0,0,4,0,0,14,1,2,4,0,0,2,0,0,0,0,0
283041,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
283043,0,0,0,0,0,0,1,0,0,2,0,0,3,1,1,1,0,0,0,0,0
283045,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
283047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
283048,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
283057,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
283058,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
283060,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
283062,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
283068,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,2,0,0,0,0,0
283071,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
283074,0,0,0,0,0,0,4,0,0,1,0,0,2,0,0,0,0,0,0,0,0
283079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
283081,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
283090,0,0,0,3,0,0,0,0,0,3,0,0,2,0,0,0,0,0,1,0,0
283092,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
283096,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
283101,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
283103,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
283111,0,0,0,4,1,1,4,0,0,3,0,0,7,0,1,1,0,0,0,0,0
283116,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
283117,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283121,0,0,0,2,0,0,3,0,1,8,0,0,2,0,0,5,0,0,0,0,0
283128,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
283131,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283133,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
283136,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283140,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
283143,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0
283144,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
283166,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
283168,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0
283169,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
283170,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283171,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
283172,0,0,0,2,0,0,3,0,0,11,0,0,6,1,1,2,0,0,0,0,0
283174,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0
283175,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
283184,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
283190,2,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0
283207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0
283209,2,0,0,3,0,0,1,0,0,5,0,0,2,0,0,1,0,0,2,0,0
283224,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,1,0,0,0,0,0
283238,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0
283243,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
283246,0,0,0,1,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0
283251,0,0,0,9,0,0,11,1,1,6,0,0,7,2,3,5,0,0,0,0,0
283296,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
283297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
283325,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283339,2,0,1,1,0,0,4,0,0,1,1,1,7,1,4,0,0,0,0,0,0
283340,6,0,0,1,0,0,1,0,0,4,0,0,1,0,0,2,0,0,4,0,0
283343,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283345,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283347,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283349,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
283354,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
283357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
283358,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283359,1,0,0,4,0,1,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0
283363,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283364,0,0,0,0,0,0,1,0,0,1,0,0,3,0,1,1,0,0,0,0,0
283367,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283374,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
283375,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
283379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
283383,1,0,0,6,0,0,1,0,0,0,0,0,3,1,1,0,0,0,0,0,0
283384,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
283391,1,0,0,0,0,0,0,0,0,3,1,1,2,1,1,0,0,0,1,0,0
283398,3,3,3,8,5,6,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0
283406,3,0,0,4,0,0,2,0,0,4,0,0,0,0,0,1,0,0,1,0,0
283425,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,5,1,1,0,0,0
283430,11,0,0,161,9,15,180,14,26,147,5,12,146,1,7,161,6,10,107,3,4
283439,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
283440,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
283442,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283443,4,0,0,1,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0
283447,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283489,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
283511,14,0,0,8,0,0,7,0,0,12,0,0,7,0,0,9,0,0,4,0,1
283864,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0
283898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
283921,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
283938,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0
283943,0,0,0,0,0,0,1,0,0,2,1,1,2,0,0,0,0,0,0,0,0
283953,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
283964,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0
283972,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
283976,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
283983,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284001,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
284005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
284016,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
284028,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,1,0,0
284039,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284049,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
284052,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284077,2,0,0,1,0,0,0,0,0,2,0,0,2,0,0,0,0,0,1,0,0
284086,2,0,0,4,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0
284094,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
284101,5,0,0,2,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284102,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
284103,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284104,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0
284105,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
284108,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0
284111,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0
